Period,Org Code,Parent Org,Org name,A&E attendances Type 1,A&E attendances Type 2,A&E attendances Other A&E Department,A&E attendances Booked Appointments Type 1,A&E attendances Booked Appointments Type 2,A&E attendances Booked Appointments Other Department,Attendances over 4hrs Type 1,Attendances over 4hrs Type 2,Attendances over 4hrs Other Department,Attendances over 4hrs Booked Appointments Type 1,Attendances over 4hrs Booked Appointments Type 2,Attendances over 4hrs Booked Appointments Other Department,Patients who have waited 4-12 hs from DTA to admission,Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions
MSitAE-MAY-2024,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2024,NTV0B,NHS ENGLAND SOUTH EAST ,ASHFORD WALK-IN-CENTRE,0,0,2435,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2024,NTV0W,NHS ENGLAND SOUTH EAST ,WOKING WALK IN CENTRE,0,0,2505,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2024,RAN,NHS ENGLAND LONDON,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
MSitAE-MAY-2024,RK9,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,9272,138,5335,0,0,0,5108,0,245,0,0,0,697,603,2960,0,0,1243
MSitAE-MAY-2024,RY5,NHS ENGLAND MIDLANDS ,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,0,0,8846,0,0,0,0,0,351,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2024,RYF,NHS ENGLAND SOUTH WEST ,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,0,0,1784,0,0,10,0,0,145,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2024,Y02428,NHS ENGLAND EAST OF ENGLAND ,PUTNOE WALK IN CENTRE,0,0,3181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2024,Y02615,NHS ENGLAND MIDLANDS ,SOUTH BIRMINGHAM GP WALK IN CENTRE,0,0,6835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2024,ACH01,NHS ENGLAND SOUTH EAST ,WHITSTABLE MEDICAL PRACTICE,0,0,4668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2024,AD913,NHS ENGLAND LONDON,BECKENHAM BEACON UCC,0,0,3999,0,0,187,0,0,34,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2024,AQN04,NHS ENGLAND SOUTH EAST ,PHL LYMINGTON UTC,0,0,3021,0,0,20,0,0,13,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2024,AXG,NHS ENGLAND SOUTH WEST ,WILTSHIRE HEALTH & CARE,0,0,2691,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2024,C82038,NHS ENGLAND MIDLANDS ,LATHAM HOUSE MEDICAL PRACTICE,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2024,G0Q0L,NHS ENGLAND LONDON,BARKING HOSPITAL UTC,0,0,2969,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2024,K6K0R,NHS ENGLAND LONDON,HAROLD WOOD POLYCLINIC UTC,0,0,3114,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2024,L83087,NHS ENGLAND SOUTH WEST ,OKEHAMPTON MEDICAL CENTRE,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2024,NLX,NHS ENGLAND SOUTH WEST ,SIRONA CARE & HEALTH,0,0,8802,0,0,234,0,0,671,0,0,58,0,0,0,0,0,0
MSitAE-MAY-2024,NQT5F,NHS ENGLAND NORTH WEST ,SKELMERSDALE WALK IN CENTRE,0,0,1952,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2024,NQT5H,NHS ENGLAND SOUTH WEST ,PAULTON MEMORIAL HOSPITAL,0,0,1032,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2024,RDY,NHS ENGLAND SOUTH WEST ,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
MSitAE-MAY-2024,RJ8,NHS ENGLAND SOUTH WEST ,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,51
MSitAE-MAY-2024,RLQ,NHS ENGLAND MIDLANDS ,WYE VALLEY NHS TRUST,6533,1179,0,167,0,0,2484,0,0,31,0,0,465,318,2035,0,0,690
MSitAE-MAY-2024,RQ3,NHS ENGLAND MIDLANDS ,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,5569,0,0,0,0,0,1208,0,0,0,0,0,0,6,1079,0,0,212
MSitAE-MAY-2024,RW1,NHS ENGLAND SOUTH EAST ,SOUTHERN HEALTH NHS FOUNDATION TRUST,0,0,3163,0,0,0,0,0,93,0,0,0,0,0,0,0,0,136
MSitAE-MAY-2024,RWY,NHS ENGLAND NORTH EAST AND YORKSHIRE ,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,16416,0,0,0,0,0,5090,0,0,0,0,0,1143,1,2999,0,0,313
MSitAE-MAY-2024,RXG,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135
MSitAE-MAY-2024,RXL,NHS ENGLAND NORTH WEST ,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,9230,0,10889,302,0,317,4047,0,67,96,0,0,398,707,2570,0,0,1638
MSitAE-MAY-2024,DT301,NHS ENGLAND EAST OF ENGLAND ,HERTS URGENT CARE (ASCOTS LANE),0,0,2489,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2024,NL7,NHS ENGLAND MIDLANDS ,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),0,0,4727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2024,NQTE4,NHS ENGLAND MIDLANDS ,SUMMERFIELD URGENT CARE CENTRE,0,0,3478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2024,RAX,NHS ENGLAND LONDON,KINGSTON HOSPITAL NHS FOUNDATION TRUST,7329,0,8787,0,0,0,3590,0,331,0,0,0,143,486,1996,0,209,677
MSitAE-MAY-2024,RBQ,NHS ENGLAND NORTH WEST ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165
MSitAE-MAY-2024,RNU,NHS ENGLAND SOUTH EAST ,OXFORD HEALTH NHS FOUNDATION TRUST,0,0,4484,0,0,0,0,0,464,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2024,RPC,NHS ENGLAND SOUTH EAST ,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0,0,1618,0,0,0,0,0,17,0,0,0,0,0,0,0,5,630
MSitAE-MAY-2024,RWA,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,9392,0,5089,0,0,0,4986,0,643,0,0,0,1046,360,3462,0,0,1839
