Period,Org Code,Parent Org,Org name,A&E attendances Type 1,A&E attendances Type 2,A&E attendances Other A&E Department,A&E attendances Booked Appointments Type 1,A&E attendances Booked Appointments Type 2,A&E attendances Booked Appointments Other Department,Attendances over 4hrs Type 1,Attendances over 4hrs Type 2,Attendances over 4hrs Other Department,Attendances over 4hrs Booked Appointments Type 1,Attendances over 4hrs Booked Appointments Type 2,Attendances over 4hrs Booked Appointments Other Department,Patients who have waited 4-12 hs from DTA to admission,Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions
MSitAE-JANUARY-2025,AQN04,NHS ENGLAND SOUTH EAST ,PHL LYMINGTON UTC,0,0,2652,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0
MSitAE-JANUARY-2025,RAN,NHS ENGLAND LONDON,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
MSitAE-JANUARY-2025,RWY,NHS ENGLAND NORTH EAST AND YORKSHIRE ,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,14485,0,0,0,0,0,4954,0,0,0,0,0,1427,33,2970,0,0,219
MSitAE-JANUARY-2025,Y00751,NHS ENGLAND SOUTH EAST ,EAST BERKS PRIMARY CARE OOH(WAM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JANUARY-2025,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JANUARY-2025,AJN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,WORKINGTON HEALTH LIMITED,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JANUARY-2025,C82038,NHS ENGLAND MIDLANDS ,LATHAM HOUSE MEDICAL PRACTICE,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JANUARY-2025,NDJ,NHS ENGLAND SOUTH EAST ,FIRST COMMUNITY HEALTH AND CARE CIC,0,0,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JANUARY-2025,NQT5F,NHS ENGLAND NORTH WEST ,SKELMERSDALE WALK IN CENTRE,0,0,1730,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
MSitAE-JANUARY-2025,NQT5H,NHS ENGLAND SOUTH WEST ,PAULTON MEMORIAL HOSPITAL,0,0,913,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
MSitAE-JANUARY-2025,NTP11,NHS ENGLAND SOUTH EAST ,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,0,0,5148,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0
MSitAE-JANUARY-2025,NTV0B,NHS ENGLAND SOUTH EAST ,ASHFORD WALK-IN-CENTRE,0,0,2292,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0
MSitAE-JANUARY-2025,NTV0W,NHS ENGLAND SOUTH EAST ,WOKING WALK IN CENTRE,0,0,2535,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0
MSitAE-JANUARY-2025,RBT,NHS ENGLAND NORTH WEST ,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,6632,0,2710,0,0,52,4017,0,48,0,0,5,545,724,2149,0,0,1294
MSitAE-JANUARY-2025,RGP,NHS ENGLAND EAST OF ENGLAND ,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6535,0,1515,0,0,0,3057,0,0,0,0,0,606,456,1611,0,0,498
MSitAE-JANUARY-2025,RJ8,NHS ENGLAND SOUTH WEST ,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,81
MSitAE-JANUARY-2025,RJN,NHS ENGLAND NORTH WEST ,EAST CHESHIRE NHS TRUST,4011,0,0,78,0,59,2049,0,0,0,0,0,154,451,784,0,0,208
MSitAE-JANUARY-2025,RV9,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HUMBER TEACHING NHS FOUNDATION TRUST,0,0,974,0,0,29,0,0,6,0,0,0,0,0,0,0,0,0
MSitAE-JANUARY-2025,RXG,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
MSitAE-JANUARY-2025,RY7,NHS ENGLAND NORTH WEST ,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,0,0,4232,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0
MSitAE-JANUARY-2025,RYF,NHS ENGLAND SOUTH WEST ,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,0,0,1619,0,0,16,0,0,35,0,0,0,0,0,0,0,0,0
MSitAE-JANUARY-2025,Y02532,NHS ENGLAND NORTH WEST ,MIRIAM MINOR EMERGENCY,0,0,1666,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
MSitAE-JANUARY-2025,Y02615,NHS ENGLAND MIDLANDS ,SOUTH BIRMINGHAM GP WALK IN CENTRE,0,0,7079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JANUARY-2025,8J094,NHS ENGLAND MIDLANDS ,BADGER LTD,0,0,0,0,0,1429,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JANUARY-2025,NQTE4,NHS ENGLAND MIDLANDS ,SUMMERFIELD URGENT CARE CENTRE,0,0,3194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JANUARY-2025,RBQ,NHS ENGLAND NORTH WEST ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187
MSitAE-JANUARY-2025,RCD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,4739,0,836,361,0,42,1550,0,0,78,0,0,460,90,1173,0,0,289
MSitAE-JANUARY-2025,REM,NHS ENGLAND NORTH WEST ,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,14224,1684,7490,499,0,0,6639,24,122,78,0,0,2034,1117,4597,0,0,2238
MSitAE-JANUARY-2025,RFF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,8663,0,0,20,0,0,3459,0,0,0,0,0,795,0,2894,0,0,516
MSitAE-JANUARY-2025,RNU,NHS ENGLAND SOUTH EAST ,OXFORD HEALTH NHS FOUNDATION TRUST,0,0,3531,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0
MSitAE-JANUARY-2025,RPC,NHS ENGLAND SOUTH EAST ,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0,0,1279,0,0,0,0,0,1,0,0,0,0,0,0,0,3,444
MSitAE-JANUARY-2025,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,10059,0,0,0,0,0,3370,0,0,0,0,0,441,521,2810,0,0,725
MSitAE-JANUARY-2025,RTP,NHS ENGLAND SOUTH EAST ,SURREY AND SUSSEX HEALTHCARE NHS TRUST,9612,0,0,0,0,0,3640,0,0,0,0,0,527,703,2940,0,0,922
MSitAE-JANUARY-2025,RW1,NHS ENGLAND SOUTH EAST ,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,0,0,2632,0,0,0,0,0,56,0,0,0,0,0,0,0,0,132
MSitAE-JANUARY-2025,RY4,NHS ENGLAND EAST OF ENGLAND ,HERTFORDSHIRE COMMUNITY NHS TRUST,0,0,1125,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
MSitAE-JANUARY-2025,Y02428,NHS ENGLAND EAST OF ENGLAND ,PUTNOE WALK IN CENTRE,0,0,3234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JANUARY-2025,Y02676,NHS ENGLAND SOUTH EAST ,BRIGHTON STATION HEALTH CENTRE,0,0,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JANUARY-2025,Y03007,NHS ENGLAND MIDLANDS ,ERDINGTON GP HEALTH & WELLBEING WIC,0,0,0,0,0,2337,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JANUARY-2025,NR3,NHS ENGLAND MIDLANDS ,NOTTINGHAM CITYCARE PARTNERSHIP,0,0,5135,0,0,274,0,0,604,0,0,0,0,0,0,0,0,0
