Period,Org Code,Parent Org,Org name,A&E attendances Type 1,A&E attendances Type 2,A&E attendances Other A&E Department,A&E attendances Booked Appointments Type 1,A&E attendances Booked Appointments Type 2,A&E attendances Booked Appointments Other Department,Attendances over 4hrs Type 1,Attendances over 4hrs Type 2,Attendances over 4hrs Other Department,Attendances over 4hrs Booked Appointments Type 1,Attendances over 4hrs Booked Appointments Type 2,Attendances over 4hrs Booked Appointments Other Department,Patients who have waited 4-12 hs from DTA to admission,Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions
MSitAE-OCTOBER-2024,Y00751,NHS ENGLAND SOUTH EAST ,EAST BERKS PRIMARY CARE OOH(WAM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2024,Y02428,NHS ENGLAND EAST OF ENGLAND ,PUTNOE WALK IN CENTRE,0,0,2787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2024,Y02615,NHS ENGLAND MIDLANDS ,SOUTH BIRMINGHAM GP WALK IN CENTRE,0,0,6852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2024,AQN04,NHS ENGLAND SOUTH EAST ,PHL LYMINGTON UTC,0,0,2755,0,0,9,0,0,13,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2024,C82009,NHS ENGLAND MIDLANDS ,MARKET HARBOROUGH MED.CTR,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2024,L83087,NHS ENGLAND SOUTH WEST ,OKEHAMPTON MEDICAL CENTRE,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2024,NDJ,NHS ENGLAND SOUTH EAST ,FIRST COMMUNITY HEALTH AND CARE CIC,0,0,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2024,NQT5F,NHS ENGLAND NORTH WEST ,SKELMERSDALE WALK IN CENTRE,0,0,1873,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2024,NQT5H,NHS ENGLAND SOUTH WEST ,PAULTON MEMORIAL HOSPITAL,0,0,1044,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2024,NQTE4,NHS ENGLAND MIDLANDS ,SUMMERFIELD URGENT CARE CENTRE,0,0,3204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2024,NTV0B,NHS ENGLAND SOUTH EAST ,ASHFORD WALK-IN-CENTRE,0,0,2395,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2024,NTV0W,NHS ENGLAND SOUTH EAST ,WOKING WALK IN CENTRE,0,0,2422,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2024,RAN,NHS ENGLAND LONDON,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
MSitAE-OCTOBER-2024,RBT,NHS ENGLAND NORTH WEST ,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,7453,0,2880,0,0,72,4423,0,43,0,0,9,605,636,2615,0,0,1171
MSitAE-OCTOBER-2024,RDY,NHS ENGLAND SOUTH WEST ,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
MSitAE-OCTOBER-2024,RTP,NHS ENGLAND SOUTH EAST ,SURREY AND SUSSEX HEALTHCARE NHS TRUST,10996,0,0,0,0,0,4244,0,0,0,0,0,579,582,3052,0,0,912
MSitAE-OCTOBER-2024,RW1,NHS ENGLAND SOUTH EAST ,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,0,0,2922,0,0,0,0,0,18,0,0,0,0,0,0,0,2,126
MSitAE-OCTOBER-2024,RWY,NHS ENGLAND NORTH EAST AND YORKSHIRE ,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,15686,0,0,0,0,0,5137,0,0,0,0,0,1329,3,3198,0,0,316
MSitAE-OCTOBER-2024,RY7,NHS ENGLAND NORTH WEST ,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,0,0,4591,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2024,RYF,NHS ENGLAND SOUTH WEST ,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,0,0,1598,0,0,7,0,0,69,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2024,Y02532,NHS ENGLAND NORTH WEST ,MIRIAM MINOR EMERGENCY,0,0,1595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2024,Y03218,NHS ENGLAND LONDON,THE PINN UNREGISTERED WIC,0,0,1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2024,Y07709,NHS ENGLAND SOUTH EAST ,READING URGENT CARE CENTRE,0,0,2043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2024,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2024,C82038,NHS ENGLAND MIDLANDS ,LATHAM HOUSE MEDICAL PRACTICE,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2024,DT301,NHS ENGLAND EAST OF ENGLAND ,HERTS URGENT CARE (ASCOTS LANE),0,0,2202,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2024,G0Q0L,NHS ENGLAND LONDON,BARKING HOSPITAL UTC,0,0,3009,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2024,K6K0R,NHS ENGLAND LONDON,HAROLD WOOD POLYCLINIC UTC,0,0,2924,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2024,RJN,NHS ENGLAND NORTH WEST ,EAST CHESHIRE NHS TRUST,4608,0,0,75,0,45,2299,0,0,0,0,0,220,252,918,0,0,251
MSitAE-OCTOBER-2024,RJR,NHS ENGLAND NORTH WEST ,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,5106,0,2425,0,0,0,2859,0,208,0,0,0,253,717,1730,0,0,1558
MSitAE-OCTOBER-2024,ACH01,NHS ENGLAND SOUTH EAST ,WHITSTABLE MEDICAL PRACTICE,0,0,6208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2024,RBQ,NHS ENGLAND NORTH WEST ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173
MSitAE-OCTOBER-2024,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,14327,0,0,0,0,0,411,0,0,0,0,0,0,0,0,55
MSitAE-OCTOBER-2024,C83023,NHS ENGLAND MIDLANDS ,SLEAFORD MEDICAL GROUP,0,0,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MSitAE-OCTOBER-2024,REM,NHS ENGLAND NORTH WEST ,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,16042,1858,8708,551,0,0,8082,81,339,114,0,0,2014,1021,5136,0,0,3252
MSitAE-OCTOBER-2024,RJL,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,8854,0,6531,0,0,435,4323,0,40,0,0,1,653,859,5610,0,0,497
MSitAE-OCTOBER-2024,RQX,NHS ENGLAND LONDON,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,11338,0,0,0,0,0,2134,0,0,0,0,0,229,26,1843,0,0,370
MSitAE-OCTOBER-2024,RDU,NHS ENGLAND SOUTH EAST ,FRIMLEY HEALTH NHS FOUNDATION TRUST,23210,1062,11372,0,0,0,11292,1,135,0,0,0,2018,259,6400,0,0,108
MSitAE-OCTOBER-2024,RXQ,NHS ENGLAND SOUTH EAST ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,11010,1194,3747,0,0,0,4402,0,287,0,0,0,323,347,4054,805,0,2106
MSitAE-OCTOBER-2024,RFF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,9029,0,0,42,0,0,3373,0,0,0,0,0,511,0,3045,0,0,559
