Period,Org Code,Parent Org,Org name,A&E attendances Type 1,A&E attendances Type 2,A&E attendances Other A&E Department,A&E attendances Booked Appointments Type 1,A&E attendances Booked Appointments Type 2,A&E attendances Booked Appointments Other Department,Attendances over 4hrs Type 1,Attendances over 4hrs Type 2,Attendances over 4hrs Other Department,Attendances over 4hrs Booked Appointments Type 1,Attendances over 4hrs Booked Appointments Type 2,Attendances over 4hrs Booked Appointments Other Department,Patients who have waited 4-12 hs from DTA to admission,Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions
MSitAE-JULY-2024,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JULY-2024,RAN,NHS ENGLAND LONDON,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
MSitAE-JULY-2024,RJ8,NHS ENGLAND SOUTH WEST ,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,67
MSitAE-JULY-2024,RPC,NHS ENGLAND SOUTH EAST ,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0,0,1576,0,0,0,0,0,13,0,0,0,0,0,0,0,1,561
MSitAE-JULY-2024,ACH01,NHS ENGLAND SOUTH EAST ,WHITSTABLE MEDICAL PRACTICE,0,0,4629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JULY-2024,AQN04,NHS ENGLAND SOUTH EAST ,PHL LYMINGTON UTC,0,0,3193,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JULY-2024,C82038,NHS ENGLAND MIDLANDS ,LATHAM HOUSE MEDICAL PRACTICE,0,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JULY-2024,C83023,NHS ENGLAND MIDLANDS ,SLEAFORD MEDICAL GROUP,0,0,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MSitAE-JULY-2024,NL7,NHS ENGLAND MIDLANDS ,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),0,0,3649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JULY-2024,NQTE4,NHS ENGLAND MIDLANDS ,SUMMERFIELD URGENT CARE CENTRE,0,0,3274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JULY-2024,NTV0B,NHS ENGLAND SOUTH EAST ,ASHFORD WALK-IN-CENTRE,0,0,2247,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
MSitAE-JULY-2024,NTV0W,NHS ENGLAND SOUTH EAST ,WOKING WALK IN CENTRE,0,0,2614,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0
MSitAE-JULY-2024,RFF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,9089,0,0,101,0,0,2632,0,0,0,0,0,225,0,3029,0,0,525
MSitAE-JULY-2024,RNU,NHS ENGLAND SOUTH EAST ,OXFORD HEALTH NHS FOUNDATION TRUST,0,0,4206,0,0,0,0,0,395,0,0,0,0,0,0,0,0,0
MSitAE-JULY-2024,RW1,NHS ENGLAND SOUTH EAST ,SOUTHERN HEALTH NHS FOUNDATION TRUST,0,0,3000,0,0,0,0,0,32,0,0,0,0,0,0,0,0,129
MSitAE-JULY-2024,RWY,NHS ENGLAND NORTH EAST AND YORKSHIRE ,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,15931,0,0,0,0,0,4726,0,0,0,0,0,1042,3,3108,0,0,342
MSitAE-JULY-2024,RXL,NHS ENGLAND NORTH WEST ,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,9152,0,10024,329,0,247,4204,0,72,127,0,0,582,768,2578,0,0,1400
MSitAE-JULY-2024,RY7,NHS ENGLAND NORTH WEST ,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,0,0,4498,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0
MSitAE-JULY-2024,RY8,NHS ENGLAND MIDLANDS ,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,0,0,6229,0,0,1469,0,0,111,0,0,11,0,0,0,0,0,0
MSitAE-JULY-2024,RYF,NHS ENGLAND SOUTH WEST ,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,0,0,1664,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0
MSitAE-JULY-2024,Y00751,NHS ENGLAND SOUTH EAST ,EAST BERKS PRIMARY CARE OOH(WAM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JULY-2024,Y02428,NHS ENGLAND EAST OF ENGLAND ,PUTNOE WALK IN CENTRE,0,0,2802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JULY-2024,Y02532,NHS ENGLAND NORTH WEST ,MIRIAM MINOR EMERGENCY,0,0,1602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JULY-2024,Y02615,NHS ENGLAND MIDLANDS ,SOUTH BIRMINGHAM GP WALK IN CENTRE,0,0,6329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JULY-2024,8J094,NHS ENGLAND MIDLANDS ,BADGER LTD,0,0,0,0,0,2225,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JULY-2024,G0Q0L,NHS ENGLAND LONDON,BARKING HOSPITAL UTC,0,0,2893,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
MSitAE-JULY-2024,K6K0R,NHS ENGLAND LONDON,HAROLD WOOD POLYCLINIC UTC,0,0,2921,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
MSitAE-JULY-2024,L83087,NHS ENGLAND SOUTH WEST ,OKEHAMPTON MEDICAL CENTRE,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JULY-2024,NNJ,NHS ENGLAND MIDLANDS ,DHU HEALTH CARE C.I.C,0,0,1916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JULY-2024,NV693,NHS ENGLAND NORTH WEST ,ROSSENDALE MIU & OOH,0,0,1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JULY-2024,RBQ,NHS ENGLAND NORTH WEST ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154
MSitAE-JULY-2024,RGP,NHS ENGLAND EAST OF ENGLAND ,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7844,0,1338,0,0,0,3059,0,0,0,0,0,603,306,1623,0,0,423
